,Day 3,Day 5,Day 10,Day 12,Day 14,Day 18,Day 22,Day 23,Day 26,Day 27,Day 28,Day 30,Day 38,Day 39,Day 40,Day 41,Day 45
tr|G3GTV9|G3GTV9_CRIGR,0,0,9.45604E-06,8.35701E-06,0,9.43529E-06,5.45612E-06,1.10304E-05,6.17624E-06,4.5876E-06,0,6.83158E-06,0,0,5.01272E-06,7.77948E-06,0
tr|G3GTX3|G3GTX3_CRIGR,5.9653E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|G3GTX5|G3GTX5_CRIGR,0.000312492,0.000295456,0.000523327,0.000662143,0.000792099,0.00067738,0.000718256,0.000652003,0.0008461,0.000910667,0.000877413,0.000765879,0.000550238,0.000556916,0.000713158,0.000499318,0.000939986
tr|G3GTZ4|G3GTZ4_CRIGR,0,0,0,0,0,0,0,0,9.96054E-06,0,0,0,0,0,0,0,0
tr|G3GU10|G3GU10_CRIGR,3.75549E-06,3.48223E-06,2.76943E-05,2.72284E-05,1.14008E-05,1.01137E-05,6.59051E-06,8.5971E-06,3.44393E-06,1.80657E-06,2.81237E-06,0,1.06921E-05,6.373E-06,6.77294E-06,4.17406E-06,1.8698E-06
tr|G3GU30|G3GU30_CRIGR;tr|G3H278|G3H278_CRIGR;tr|G3I8T9|G3I8T9_CRIGR;tr|G3ICC1|G3ICC1_CRIGR;tr|G3HZP6|G3HZP6_CRIGR;tr|G3IEF7|G3IEF7_CRIGR;tr|G3HK69|G3HK69_CRIGR;tr|G3HAD3|G3HAD3_CRIGR,0.000163073,0.000256951,0.000641793,0.000603858,0.000488994,0.000422831,0.000236634,0.000127258,0.000179097,0.000173623,0.000229863,0.000154049,0.000155959,0.000221497,0.000131112,0.000112739,3.3128E-05
tr|G3GU35|G3GU35_CRIGR,0,0,0,3.10645E-06,0,0,1.42755E-06,0,0,3.35721E-06,0,0,0,1.01938E-06,0,0,0
tr|G3GU60|G3GU60_CRIGR,0.001164896,0.001093678,0.0015835,0.001637329,0.001878378,0.001088675,0.000897012,0.00083951,0.000897963,0.000749659,0.000584938,0.000943921,0.001039513,0.001292383,0.001313425,0.001307104,0.001171267
tr|G3GU64|G3GU64_CRIGR,0,0,0,1.10192E-05,4.30423E-06,2.60885E-05,1.08823E-05,1.13033E-05,2.58242E-05,1.89277E-05,0,1.1515E-05,0,1.11901E-05,8.39753E-06,2.65939E-05,1.69596E-05
tr|G3GU75|G3GU75_CRIGR,0,0,1.40836E-06,1.62315E-06,0,3.25129E-06,2.79136E-06,0,0,8.8311E-06,2.90937E-06,5.38517E-06,1.17488E-07,0,0,5.88799E-06,4.58E-06
tr|G3GU76|G3GU76_CRIGR;tr|G3HDY7|G3HDY7_CRIGR;tr|G3HSW6|G3HSW6_CRIGR,0.001156612,0.001273782,0.004429919,0.003788403,0.004140931,0.003892077,0.002978001,0.002801845,0.002221284,0.002633149,0.003018926,0.002128868,0.001926803,0.002245378,0.002287856,0.002333845,0.001864474
tr|G3GU92|G3GU92_CRIGR,6.68554E-05,9.37689E-05,0.000112768,8.7346E-05,7.37337E-05,8.66465E-05,5.19752E-05,2.58362E-05,2.17472E-05,2.57086E-05,3.32799E-05,1.21248E-05,1.96561E-05,3.37244E-05,3.60508E-05,1.25283E-05,0
tr|G3GUA5|G3GUA5_CRIGR,0,0,0,0,0,1.29513E-05,1.73359E-05,0,0,0,0,0,0,0,3.641E-06,0,0
tr|G3GUB2|G3GUB2_CRIGR,0,0,1.48031E-05,2.34456E-05,1.92194E-05,2.45976E-05,3.01304E-05,2.11573E-05,2.93141E-05,2.85361E-05,9.15236E-06,1.83928E-05,3.38454E-05,2.37421E-05,1.98954E-05,8.21663E-06,5.35931E-06
tr|G3GUB4|G3GUB4_CRIGR,9.77484E-05,5.18132E-05,9.89668E-05,0.000175758,8.70839E-05,0.000132704,0.000158441,0.000110211,8.82078E-05,0.000103924,5.21375E-05,6.89298E-05,0.00011471,0.00010875,0.000123511,0.000147332,0
tr|G3GUC8|G3GUC8_CRIGR,0.000136436,0.000133309,0.00024468,0.000207681,0.000159748,0.000146234,0.000110312,6.47403E-05,7.77266E-05,6.21427E-05,0.000159924,0.000143416,5.54765E-05,9.44133E-05,0.000129656,0.000105967,0.000185843
tr|G3GUD8|G3GUD8_CRIGR,5.53684E-06,1.12954E-05,0.000251306,0.00072874,0.000503343,0.000175854,0.000206691,0.000378094,0.000222583,0.000160068,0.000213529,0.000128131,0.000301651,0.000180039,0.000337304,0.000468938,0.000231373
tr|G3GUG7|G3GUG7_CRIGR,0,0,5.306E-05,6.8303E-05,6.5191E-05,4.87264E-05,2.77027E-05,5.20228E-05,2.57597E-05,2.78976E-05,3.97185E-05,2.40114E-05,4.19868E-05,2.0928E-05,3.24874E-05,2.23365E-05,9.31704E-06
tr|G3GUH8|G3GUH8_CRIGR,0,0,0,0,0,0,5.32116E-07,0,0,2.79267E-07,0,0,0,2.98897E-07,0,0,0
tr|G3GUI3|G3GUI3_CRIGR,0.000229637,0.00024963,0.000599764,0.000723832,0.000651072,0.000653702,0.000653802,0.000566551,0.000593213,0.000556056,0.000420776,0.000573877,0.00064507,0.000496505,0.000510805,0.000673292,0.000423981
tr|G3GUJ2|G3GUJ2_CRIGR,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49573E-06,9.93379E-06,0,0
tr|G3GUK0|G3GUK0_CRIGR,0,1.1343E-05,0.000153259,0.000181465,0.000186909,0.000139938,7.60974E-05,3.21825E-05,3.86495E-05,6.30466E-05,0.000119834,0.000108766,2.99538E-05,6.373E-05,6.80881E-05,4.8565E-05,4.17205E-05
tr|G3GUL9|G3GUL9_CRIGR,0,0,0,1.08834E-06,0,8.59373E-07,1.00286E-06,3.36102E-06,6.78835E-07,1.70542E-06,0,3.28966E-06,3.40368E-06,1.52733E-06,4.35715E-06,3.68133E-06,4.21664E-06
tr|G3GUM5|G3GUM5_CRIGR,0,0,1.26727E-05,1.88694E-05,5.8129E-06,1.45721E-05,2.13092E-05,1.23309E-05,1.08342E-05,1.44644E-05,4.11194E-06,5.14482E-07,5.05427E-06,1.00183E-05,8.66464E-06,8.75319E-06,6.56471E-07
tr|G3GUM9|G3GUM9_CRIGR,7.58056E-06,1.08359E-05,7.41423E-05,8.62544E-05,7.04083E-05,7.75634E-05,5.5394E-05,4.65778E-05,2.00609E-05,2.0447E-05,1.99038E-05,3.60129E-05,3.86454E-05,3.62737E-05,3.15849E-05,2.31549E-05,3.78737E-06
tr|G3GUN0|G3GUN0_CRIGR;tr|G3ICL9|G3ICL9_CRIGR,2.79896E-06,2.76077E-06,1.26937E-05,2.7359E-05,1.90519E-05,2.97692E-05,2.94094E-05,2.54102E-05,2.20302E-05,1.90604E-05,1.36286E-05,2.61945E-05,2.34421E-05,2.20466E-05,2.11897E-05,1.52602E-05,7.40695E-06
tr|G3GUN6|G3GUN6_CRIGR,0,0,3.20676E-05,2.50684E-05,5.68769E-06,2.61161E-05,2.09548E-05,2.17279E-05,2.29114E-05,1.2681E-05,3.69249E-05,4.40781E-06,3.44494E-05,3.42278E-05,1.0885E-05,3.00612E-05,1.07666E-05
tr|G3GUP2|G3GUP2_CRIGR,0,0,0,0,0,0,0,0,2.62858E-06,0,1.35969E-05,7.14321E-06,0,6.18416E-06,1.39688E-06,4.14396E-07,6.82947E-06
tr|G3GUP7|G3GUP7_CRIGR;tr|G3IHE3|G3IHE3_CRIGR,0.000171415,0.00021277,0.000515612,0.000504487,0.000598869,0.000433784,0.000455695,0.000341415,0.0003745,0.000436782,0.000376658,0.000493082,0.000355836,0.000401872,0.000373259,0.000409482,0.000213948
tr|G3GUQ4|G3GUQ4_CRIGR,0,0,3.24967E-05,3.25652E-05,4.41589E-05,0,0,2.02186E-05,0,0,0,6.65178E-06,8.8268E-06,2.74719E-06,2.84926E-06,0,0
tr|G3GUQ6|G3GUQ6_CRIGR,4.24048E-05,0,1.51388E-05,1.82247E-05,5.13214E-05,5.9911E-05,5.03568E-05,8.39675E-05,1.07643E-05,0,6.24523E-05,4.49766E-05,3.05632E-05,3.11954E-05,7.40351E-05,2.79381E-05,6.61063E-05
tr|G3GUR0|G3GUR0_CRIGR,0.000479651,0.000365921,0.000328596,0.000386206,0.00027922,0.000171835,0.000421507,0.000442208,0.000500552,0.000581554,0.000393039,0.000478244,0.000628436,0.000553,0.000520638,0.000385856,0.00041124
tr|G3GUR1|G3GUR1_CRIGR,0.00204128,0.002577284,0.000933677,0.00063634,0.000555897,0.00058748,0.000821885,0.00072229,0.000874679,0.001050145,0.000870779,0.000792363,0.000873907,0.00086321,0.000805281,0.000778852,0.000848792
tr|G3GUR3|G3GUR3_CRIGR,0,2.41025E-06,3.96861E-06,4.2504E-06,8.8077E-06,0,3.28276E-06,0,0,1.41996E-06,2.59126E-06,6.0466E-06,2.06445E-06,0,9.60406E-06,3.8253E-06,1.51577E-05
tr|G3GUS2|G3GUS2_CRIGR,9.69159E-06,1.65323E-05,8.03961E-05,6.62306E-05,4.32312E-05,7.50426E-05,9.1453E-05,7.38789E-05,2.35739E-05,1.44028E-05,1.20832E-05,1.71632E-05,8.05666E-06,1.26753E-05,1.38756E-05,3.24554E-06,0
tr|G3GUS6|G3GUS6_CRIGR,0,0,0,1.86038E-06,0,0,0,0,9.44802E-07,0,0,0,0,0,0,0,0
tr|G3GUT3|G3GUT3_CRIGR,0.000165521,0.000196609,0.0002709,0.000316034,0.0002975,0.00019999,0,0.000148368,0.000157205,0.000183494,0.000213799,0.000114129,0.000151267,0.000275744,0.000183126,9.26885E-05,0.000107522
tr|G3GUU5|G3GUU5_CRIGR,0.001422365,0.001042085,0.001538347,0.001889947,0.001714166,0.001721031,0.001235522,0.001123715,0.001111999,0.001066937,0.00095286,0.001991802,0.001080143,0.000981089,0.001360905,0.001647676,0.001380162
tr|G3GUV3|G3GUV3_CRIGR,4.13487E-05,2.54547E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|G3GUV4|G3GUV4_CRIGR,0.000250118,0.000240193,4.79878E-05,3.27655E-05,1.85675E-05,1.81267E-05,2.15187E-05,1.10035E-05,2.13107E-05,2.42055E-05,2.30896E-05,1.48745E-05,1.83935E-05,9.74023E-06,1.01747E-05,1.16438E-05,3.4729E-06
tr|G3GUX2|G3GUX2_CRIGR;tr|G3IBF2|G3IBF2_CRIGR,0,0,5.59471E-06,6.71865E-06,0,3.58736E-06,6.82546E-07,0,0,4.84644E-07,0,0,4.05129E-06,0,7.28414E-07,0,0
tr|G3GUX9|G3GUX9_CRIGR;tr|G3GZU7|G3GZU7_CRIGR,0.000127125,0.000129105,7.97146E-05,5.8414E-05,6.58978E-05,7.77312E-05,9.11768E-05,5.42629E-05,5.39036E-05,5.10834E-05,4.6312E-05,2.73397E-05,5.32483E-05,3.19635E-05,2.12518E-05,1.87659E-05,7.2939E-06
tr|G3GUY3|G3GUY3_CRIGR;tr|G3I2Q1|G3I2Q1_CRIGR,0,0,0,0,0,0,0,0,7.50927E-07,4.40709E-07,0,0,0,5.09423E-07,6.24515E-07,0,9.21085E-07
tr|G3GUY5|G3GUY5_CRIGR,0,6.50494E-06,2.32248E-05,2.32702E-05,1.91524E-05,1.94206E-05,2.45797E-05,1.56648E-05,1.37749E-05,1.32856E-05,1.88987E-05,1.99366E-05,1.6024E-05,1.55403E-05,1.6597E-05,2.24303E-05,6.95042E-06
tr|G3GV27|G3GV27_CRIGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|G3GV30|G3GV30_CRIGR,0,0,1.78197E-06,5.80633E-06,2.52243E-06,4.80212E-06,6.94202E-06,3.09006E-06,2.17546E-06,3.51897E-06,2.06378E-06,1.85626E-06,6.16821E-07,2.5664E-06,3.00246E-06,3.96209E-06,2.83289E-06
tr|G3GV34|G3GV34_CRIGR,0,0,0,0,0,0,0,3.99751E-06,3.65152E-06,0,0,0,2.83723E-06,0,4.55981E-06,0,0
tr|G3GV38|G3GV38_CRIGR,0,0,0,2.55995E-06,0,4.79833E-06,0,0,5.81639E-07,0,0,0,0,0,0,0,0
tr|G3GV42|G3GV42_CRIGR,4.9686E-05,3.34449E-05,7.82E-05,0.00011902,5.10244E-05,7.22485E-05,3.50571E-05,3.53076E-05,1.8505E-05,1.4742E-05,8.15494E-06,1.4421E-05,3.68881E-05,1.08315E-05,2.87324E-05,1.22645E-05,0
tr|G3GV47|G3GV47_CRIGR,3.58879E-07,0,7.85203E-06,9.11623E-06,2.32211E-06,4.11839E-06,1.476E-06,5.32343E-07,1.89619E-06,7.92585E-07,1.10378E-06,0,3.00093E-06,1.54065E-05,1.41475E-06,1.84236E-07,0
tr|G3GV64|G3GV64_CRIGR,0.000289919,0.000316281,9.55906E-05,5.14759E-05,4.47956E-05,4.33358E-05,3.50153E-05,2.7881E-05,4.44868E-05,7.34018E-05,5.46504E-05,5.76993E-05,0,3.28798E-05,3.12482E-05,2.72208E-05,1.7878E-05
tr|G3GV69|G3GV69_CRIGR,7.68866E-05,7.55921E-05,5.18767E-05,3.21991E-05,3.88182E-05,3.65379E-05,1.83715E-05,2.42369E-05,1.20704E-05,8.91845E-06,3.79934E-05,7.4686E-06,1.07887E-05,1.34168E-05,2.14317E-05,8.63854E-06,2.30061E-06
tr|G3GV90|G3GV90_CRIGR;tr|G3H8K3|G3H8K3_CRIGR,0,0,1.24952E-05,5.235E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|G3GVA5|G3GVA5_CRIGR,0,0,4.98115E-06,4.18766E-06,2.3308E-06,6.07124E-06,3.10508E-06,1.78399E-06,2.21864E-06,9.41881E-07,1.55602E-06,2.61354E-06,1.5626E-06,2.725E-06,6.72959E-07,1.04668E-06,4.41078E-06
tr|G3GVA8|G3GVA8_CRIGR,1.68056E-05,2.4652E-05,9.53823E-05,0.000110158,5.93065E-05,9.58028E-05,8.49443E-05,4.70772E-05,7.0626E-05,5.78501E-05,1.54757E-05,5.85312E-05,5.4755E-05,4.68562E-05,3.65931E-05,5.53753E-05,3.1774E-06
tr|G3GVB5|G3GVB5_CRIGR;tr|G3GXC8|G3GXC8_CRIGR;tr|G3IEW6|G3IEW6_CRIGR,0.000140714,8.99311E-05,0.000359597,0.000420511,0.000387298,0.000306974,0.00033725,0.000404186,0.000282782,0.000187198,0.000330756,0.000349344,0.000470928,0.00045068,0.000457014,0.000659511,0.001091009
tr|G3GVD0|G3GVD0_CRIGR;tr|G3GX66|G3GX66_CRIGR;tr|G3GX23|G3GX23_CRIGR;tr|G3HPM7|G3HPM7_CRIGR,0.012898302,0.013337267,0.028166014,0.031250992,0.025062809,0.030523253,0.024708424,0.023730348,0.01873177,0.017594502,0.016525477,0.015875299,0.021844264,0.01741192,0.016736712,0.020027057,0.012707942
tr|G3GVF2|G3GVF2_CRIGR,0,0,0,0,0,0,0,0,0,0,3.78878E-06,0,0,0,0,0,2.56998E-06
tr|G3GVG0|G3GVG0_CRIGR,2.53058E-05,0,0.000117787,0.000136082,8.95882E-05,0.000156351,9.70657E-06,4.93721E-05,4.4818E-05,2.77466E-05,3.28079E-05,2.38653E-05,9.56706E-06,1.0952E-05,4.57502E-05,7.26608E-06,4.86188E-06
tr|G3GVH4|G3GVH4_CRIGR,2.54653E-06,3.34647E-06,0,0,0,5.30698E-06,2.44187E-06,0,0,0,0,0,0,0,0,0,0
tr|G3GVH8|G3GVH8_CRIGR,1.55931E-05,1.18499E-05,9.4928E-06,1.48081E-05,5.90704E-06,4.52955E-06,7.27757E-06,7.0701E-06,3.05007E-06,1.84124E-06,0,0,1.56515E-06,1.84233E-06,1.48761E-06,0,0
tr|G3GVI3|G3GVI3_CRIGR,0,0,1.92349E-06,2.96368E-06,7.84193E-06,1.30844E-06,0,1.96449E-06,0,0,0,0,0,7.54194E-07,0,0,0
tr|G3GVL0|G3GVL0_CRIGR;tr|G3I129|G3I129_CRIGR,0.000781001,0.000646734,0.001437251,0.000911194,0.001241167,0.001612998,0.001701513,0.0020353,0.001736867,0.001607785,0.001425797,0.001366772,0.002087408,0.001630496,0.001687374,0.001724996,0.001382007
tr|G3GVM7|G3GVM7_CRIGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|G3GVM9|G3GVM9_CRIGR,8.87194E-06,0,7.40034E-05,8.43041E-05,7.45608E-05,7.46187E-05,5.40208E-05,4.91706E-05,3.14063E-05,2.38798E-05,4.01811E-05,5.25908E-05,5.60705E-05,6.28669E-05,3.43952E-05,7.73204E-05,6.26418E-06
tr|G3GVP7|G3GVP7_CRIGR,0.000177091,4.74982E-05,0.000116853,0.000246171,0.000166009,0.000287574,0.000160361,0.000135518,0.000129243,0.000103545,0.000215067,0.000121375,0.000170452,0.00018995,0.000186,0.000224444,0.000348192
tr|G3GVQ8|G3GVQ8_CRIGR,0,0,6.38748E-06,1.28535E-05,1.30013E-05,1.76634E-05,7.32473E-06,1.13436E-05,3.09596E-06,8.81959E-06,6.02071E-06,3.19051E-05,0,3.24946E-06,6.02408E-06,1.31518E-05,5.77382E-06
tr|G3GVT2|G3GVT2_CRIGR,0,3.58039E-06,1.81226E-06,6.1951E-06,5.29117E-06,1.4056E-05,0,3.07921E-06,2.23493E-05,1.8189E-05,1.9494E-05,1.7463E-05,6.10362E-06,1.23255E-05,1.80888E-05,1.25774E-05,2.60555E-05
tr|G3GVU4|G3GVU4_CRIGR,0,0,0,0,0,0,6.31709E-06,0,0,0,0,3.48137E-06,6.0721E-06,6.42977E-06,5.70987E-06,1.12891E-05,0
tr|G3GVV9|G3GVV9_CRIGR,0,0,1.78213E-05,4.95333E-05,3.92051E-05,4.94498E-05,9.37237E-06,2.41366E-05,1.62092E-05,1.25232E-05,2.1293E-05,2.80584E-05,1.70662E-05,1.19715E-05,2.51262E-05,5.01261E-05,3.61241E-06
tr|G3GVW1|G3GVW1_CRIGR,3.26843E-05,3.92386E-05,3.21165E-05,4.47904E-05,4.55588E-05,4.05661E-05,2.39915E-05,2.23606E-05,2.0828E-05,1.59472E-05,2.46984E-05,3.29616E-05,2.12412E-05,3.53759E-05,3.99525E-05,4.67362E-05,4.29844E-05
tr|G3GVW2|G3GVW2_CRIGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18463E-06,9.06778E-06,7.8435E-06
tr|G3GVW6|G3GVW6_CRIGR,4.91123E-05,4.81218E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|G3GVW9|G3GVW9_CRIGR,0,0,0,1.50505E-05,0,2.48254E-05,6.57851E-06,6.71759E-06,0,0,1.3753E-05,0,0,1.76326E-06,0,8.71196E-06,0
tr|G3GVX1|G3GVX1_CRIGR,7.07776E-06,6.03005E-06,5.06193E-05,4.41741E-05,3.184E-05,5.05104E-05,8.86433E-05,0.000105425,0.00011623,8.73631E-05,8.88275E-05,7.80523E-05,9.42039E-05,6.5294E-05,7.18297E-05,7.58519E-05,9.16308E-05
tr|G3GVX2|G3GVX2_CRIGR,0.000200935,0.000108126,0.0003421,0.00030896,0.000364693,0.000265952,0.000168629,0.000299651,0.00013872,9.09516E-05,0.00020417,9.37165E-05,0.000237619,0.000319988,0.000203413,0.000193883,0.000238681
tr|G3GVX8|G3GVX8_CRIGR,4.764E-05,6.86052E-05,0.000143479,0.000157072,0.000167639,0.000159858,0.00010439,0.000113033,7.29748E-05,8.18314E-05,0.000123521,9.23652E-05,8.6815E-05,6.24266E-05,0.000102384,7.80772E-05,0.000153678
tr|G3GVY6|G3GVY6_CRIGR,0,0,5.31672E-06,2.12322E-06,0,1.04408E-05,3.87966E-06,6.09732E-06,8.08085E-07,1.76405E-06,2.32435E-06,1.61363E-06,1.89465E-06,1.4789E-06,3.03078E-06,1.09463E-06,2.19657E-06
tr|G3GVY7|G3GVY7_CRIGR,1.83181E-05,1.79398E-05,6.21299E-05,0.000114181,7.48685E-05,0.00010094,9.83324E-05,9.28911E-05,0.000100902,8.92725E-05,0.000107633,0.000122667,0.000100872,0.00010418,0.000125353,0.000140527,0.000181661
tr|G3GVZ1|G3GVZ1_CRIGR;tr|G3I0L1|G3I0L1_CRIGR,3.78428E-05,4.07011E-05,0.000119658,0.000111129,0.000103001,7.59464E-05,0.000231506,0.000252748,0.000205578,0.000215811,0.000126022,0.000247571,0.000189874,0.000140459,0.0001715,0.000123125,0.000312071
tr|G3GVZ4|G3GVZ4_CRIGR,0,0,0,0,0,0,0,0,0,0,0,0,3.53267E-07,0,0,0,0
tr|G3GW11|G3GW11_CRIGR,7.64911E-06,7.19929E-06,2.31995E-05,3.9108E-05,4.38314E-05,3.58784E-05,1.58879E-05,4.21254E-06,1.49391E-05,1.40791E-05,1.66934E-05,2.38324E-05,1.25751E-05,3.23579E-05,1.78747E-05,2.10985E-05,4.64222E-06
tr|G3GW36|G3GW36_CRIGR,0,0,0,0,2.67141E-05,0,0,0,0,3.56812E-05,0,2.61911E-05,0,0,0,0,0
tr|G3GW47|G3GW47_CRIGR,4.76979E-05,5.6065E-05,0.000150231,0.000181689,0.000110395,0.000176169,0.000107873,9.20278E-05,0.000103522,5.86551E-05,9.28423E-05,0.000104974,9.34387E-05,7.78291E-05,0.000100317,8.32507E-05,0.000114523
tr|G3GW53|G3GW53_CRIGR,2.30652E-05,3.27706E-05,5.61175E-05,2.47503E-05,5.18972E-05,2.8956E-05,1.34643E-05,1.63895E-05,1.287E-05,1.16877E-05,2.86486E-05,2.14652E-05,1.71746E-05,1.60252E-05,2.48939E-05,1.06774E-05,3.53143E-05
tr|G3GW88|G3GW88_CRIGR,7.92722E-05,0.000139363,0.000600411,0.000568024,0.000530214,0.000428355,0.000305232,0.000163068,0.000158257,0.000226055,0.000276986,0.000309956,0.000158318,0.000251398,0.000261566,0.000137765,0.000323838
tr|G3GWB3|G3GWB3_CRIGR,2.23259E-05,1.35499E-05,5.63462E-06,1.47359E-05,8.25993E-06,3.14255E-05,2.90106E-05,2.79585E-05,7.38504E-05,1.37859E-05,5.6211E-05,2.45384E-05,3.03063E-05,9.91806E-05,3.37732E-05,1.37691E-05,2.41234E-06
tr|G3GWC4|G3GWC4_CRIGR,1.1323E-05,0,1.17694E-05,3.0235E-05,7.27466E-06,4.40001E-06,6.10902E-05,5.1878E-05,0.000120466,3.60489E-05,0.000126633,1.88522E-05,6.25257E-05,0.000239436,7.52448E-05,5.66433E-05,9.68378E-06
tr|G3GWD3|G3GWD3_CRIGR,4.203E-06,0,1.86527E-05,7.49601E-06,1.41222E-05,1.86295E-05,2.72479E-05,2.25684E-05,2.8784E-05,4.46031E-05,6.2484E-05,6.00682E-05,1.79444E-05,1.29372E-05,8.52439E-06,6.81707E-06,1.72343E-05
tr|G3GWE6|G3GWE6_CRIGR,0,2.80018E-05,9.05137E-06,7.84111E-05,6.16204E-05,7.76564E-05,6.80929E-05,7.10349E-05,6.05738E-05,4.82336E-05,6.26918E-05,9.24919E-05,5.80027E-05,4.31229E-05,4.60183E-05,7.75633E-05,0
tr|G3GWE9|G3GWE9_CRIGR,8.30847E-05,7.79205E-05,0.000118198,0.000122131,0.000137548,0.000147053,0.00014919,0.000164071,9.86008E-05,9.81625E-05,9.63546E-05,0.000110261,0.000121406,8.63037E-05,9.47398E-05,8.68428E-05,8.24028E-05
tr|G3GWF4|G3GWF4_CRIGR;tr|G3HMK3|G3HMK3_CRIGR,7.17592E-05,9.96747E-05,0.000149004,0.000167111,0.000127195,0.000196806,0.000208658,0.000166934,0.000210934,0.000187489,0.000107784,0.000124541,0.000161306,0.00016583,0.000146946,0.000217977,0.000229497
tr|G3GZL5|G3GZL5_CRIGR;tr|G3GWG3|G3GWG3_CRIGR;tr|G3I6M7|G3I6M7_CRIGR;tr|G3HUE9|G3HUE9_CRIGR;tr|G3HGH1|G3HGH1_CRIGR;tr|G3HN43|G3HN43_CRIGR,0.000278592,0.000327254,0.000865253,0.000897097,0.000668667,0.0007794,0.000387609,0.000281322,0.000158793,0.000182235,0.000276329,0.000416433,0.000128229,0.000403059,0.00052157,0.000410391,0.000124999
tr|G3GWG7|G3GWG7_CRIGR,0,0,1.0518E-05,7.47633E-06,0,0,2.27565E-06,0,0,0,0,0,0,1.43587E-06,0,0,6.08532E-06
tr|G3GWH3|G3GWH3_CRIGR,0,0,0,9.49529E-06,0,0,0,0,0,0,0,0,0,0,1.21606E-05,0,6.23015E-05
tr|G3GWL7|G3GWL7_CRIGR,1.39828E-05,2.62772E-05,1.78923E-05,2.69782E-05,6.7741E-06,1.77406E-05,1.98423E-05,1.25862E-05,0,2.77567E-06,5.71117E-06,5.12979E-06,4.78453E-06,0,6.3415E-06,9.9884E-06,0
tr|G3GWM0|G3GWM0_CRIGR,3.63248E-05,4.41882E-05,0.000159044,0.000172045,0.000178987,0.000127527,0.000146899,7.7955E-05,9.83564E-05,9.77766E-05,0.00010423,9.81502E-05,9.99522E-05,0.00010652,9.56873E-05,0.000101979,1.74865E-05
tr|G3GWN4|G3GWN4_CRIGR,0,0,6.56797E-06,2.07286E-05,2.36827E-05,2.22345E-05,2.26695E-05,1.65435E-05,9.22537E-06,1.34379E-05,9.61326E-06,6.41616E-06,2.21622E-05,1.12492E-05,1.87997E-05,2.1443E-05,1.90219E-05
tr|G3GWP1|G3GWP1_CRIGR,0,1.12278E-06,1.68195E-06,2.58987E-05,9.92184E-06,4.12642E-05,2.10599E-05,7.36318E-06,2.01675E-05,1.68477E-05,1.45738E-05,2.25031E-05,1.61753E-05,2.18589E-05,3.34863E-05,3.89008E-05,4.32714E-05
tr|G3GWP7|G3GWP7_CRIGR;tr|G3HMA8|G3HMA8_CRIGR,0,0,0,0,1.11929E-06,1.31073E-06,7.54573E-06,5.67492E-06,3.33376E-06,5.97357E-06,6.23219E-06,4.48525E-06,1.16951E-05,5.58926E-06,1.41963E-06,2.39354E-06,4.01144E-06
tr|G3GWQ1|G3GWQ1_CRIGR,7.03551E-07,5.25707E-07,1.24096E-05,3.05952E-05,3.05497E-05,4.22618E-05,2.32443E-05,2.39857E-05,3.12658E-05,3.00642E-05,3.39082E-05,5.2172E-05,4.32786E-05,4.27492E-05,4.53123E-05,5.52369E-05,0.000150316
tr|G3GWQ3|G3GWQ3_CRIGR,0,6.21191E-06,2.11959E-05,2.8124E-05,2.80591E-05,2.95903E-05,2.68625E-05,2.53792E-05,3.77222E-06,6.86758E-06,6.10866E-06,6.46886E-06,1.17397E-05,1.37713E-05,1.08074E-05,2.3975E-05,4.43292E-06
tr|G3GWR8|G3GWR8_CRIGR,0.000385241,0.000334394,0.001625308,0.00182488,0.002193396,0.001940877,0.002804704,0.003049745,0.002862172,0.003201216,0.003095019,0.003063414,0.004021407,0.003411541,0.003478326,0.003649873,0.005118539
tr|G3GWT7|G3GWT7_CRIGR,0,0,2.25527E-05,1.50066E-05,6.08542E-06,2.0731E-05,9.56238E-06,5.39694E-06,4.10614E-06,1.98214E-06,1.08654E-05,1.48129E-05,2.72217E-05,6.30001E-06,4.70011E-06,1.29067E-05,1.8163E-05
tr|G3GWU4|G3GWU4_CRIGR,1.92629E-05,2.39597E-05,1.97287E-05,6.00893E-06,7.06642E-06,9.23436E-06,1.29158E-05,7.73989E-06,1.65907E-05,3.73848E-06,3.89587E-06,8.17006E-06,6.97852E-06,1.56017E-05,1.28886E-05,2.37152E-05,1.51054E-05
tr|G3GWV9|G3GWV9_CRIGR,7.80359E-06,1.87408E-05,3.95914E-05,3.01112E-05,7.97766E-06,1.91022E-05,4.54765E-06,1.28333E-05,3.99393E-06,2.51805E-06,9.16E-06,5.77331E-06,4.39482E-06,7.29865E-06,1.3434E-05,9.75909E-06,2.78933E-06
