,Day 3,Day 5,Day 10,Day 12,Day 14,Day 18,Day 22,Day 23,Day 26,Day 27,Day 28,Day 30,Day 38,Day 39,Day 40,Day 41,Day 45
tr|G3GYL0|G3GYL0_CRIGR,0,0,3.71066E-06,2.45827E-05,1.17874E-05,7.65839E-06,1.47243E-05,3.68852E-06,0,0,6.43616E-06,0,0,0,0,8.28667E-07,0
tr|G3GYL3|G3GYL3_CRIGR,0,0,0,0,0,0,0,0,4.46802E-06,0,0,0,0,0,0,0,0
tr|G3GYL5|G3GYL5_CRIGR,0.000723162,0.000625801,0.00070053,0.000827664,0.000590811,0.000642441,0.000452791,0.000432987,0.000394722,0.000443289,0.000350049,0.000226002,0.000234084,0.000260527,0.000175792,0.000151817,6.40737E-05
tr|G3GYL9|G3GYL9_CRIGR,0,0,0,0,0,0,0,1.26875E-06,9.90624E-07,0,0,0,0,2.06934E-06,7.46132E-07,0,0
tr|G3GYN0|G3GYN0_CRIGR,0,0,0,0,3.72385E-05,2.17002E-05,0,1.57455E-05,9.26406E-06,0,0,0,1.86112E-05,0,1.64717E-05,2.30702E-05,9.65744E-06
tr|G3GYP7|G3GYP7_CRIGR,0.00045041,0.00043156,0.000712725,0.000687517,0.00066728,0.000517672,0.000459603,0.000462295,0.000405679,0.000345302,0.000413166,0.000431668,0.000495652,0.000527183,0.000488751,0.000458969,0.000762538
tr|G3GYP9|G3GYP9_CRIGR,0.015365101,0.013297859,0.007275234,0.007226287,0.010866136,0.008878976,0.006494965,0.007492918,0.005782995,0.005323173,0.005430991,0.007738258,0.009347512,0.008055743,0.008611107,0.008381554,0.012474242
tr|G3GYQ9|G3GYQ9_CRIGR,0,0,9.23217E-05,9.98952E-05,8.15863E-05,6.16178E-05,1.65879E-05,1.25645E-06,2.83712E-06,0,0,7.00775E-06,5.50138E-06,0,1.57448E-06,2.95433E-06,0
tr|G3GYR1|G3GYR1_CRIGR,0,0,1.47931E-05,1.94453E-05,1.01193E-05,1.62474E-05,2.10154E-05,1.3406E-05,1.42793E-05,1.57847E-05,1.10095E-05,8.74248E-06,1.97272E-05,1.0148E-05,1.09369E-05,1.36613E-05,2.47476E-06
tr|G3GYR9|G3GYR9_CRIGR;tr|G3IM64|G3IM64_CRIGR;tr|G3HRD4|G3HRD4_CRIGR,0.000518251,0.000368832,0.001082671,0.001373194,0.000882949,0.000846529,0.000791497,0.000723323,0.000525792,0.000539907,0.000438073,0.000237961,0.000637992,0.000532419,0.000324858,0.000359831,8.49263E-05
tr|G3GYU5|G3GYU5_CRIGR,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82964E-06,0,0,0
tr|G3GYV4|G3GYV4_CRIGR,0,0,1.04763E-05,1.89846E-05,1.75392E-06,6.17328E-06,8.22626E-06,1.1356E-05,6.84877E-06,1.18969E-05,6.56099E-06,2.3367E-05,1.37284E-05,1.77334E-05,1.58433E-05,2.7418E-05,0
tr|G3GYX1|G3GYX1_CRIGR,0,0,3.32114E-05,0.000125827,4.37598E-05,0.000139764,0.000113493,8.50054E-05,7.48551E-05,4.85877E-05,5.52247E-05,5.08207E-05,7.81389E-05,6.65394E-05,5.24926E-05,3.08124E-05,0
tr|G3GYX2|G3GYX2_CRIGR,0,5.28219E-06,0.000106271,0.000187482,0.000146898,0.000207373,0.000211306,0.000151562,0.000107867,6.65715E-05,0.000101123,0.000118858,0.000130606,0.000106775,0.00012265,0.000154771,9.52778E-06
tr|G3GYY2|G3GYY2_CRIGR,3.74555E-05,6.36738E-05,0.000218601,0.000206228,0.000183755,0.000166894,0.000197386,0.000203054,0.00017459,0.00017149,0.000153723,0.000187821,0.000163228,0.000140626,0.000115429,7.49257E-05,0.000105575
tr|G3GYY4|G3GYY4_CRIGR,0,0,1.71066E-06,1.12221E-06,8.03631E-07,7.51821E-07,0,0,0,0,0,0,0,0,0,1.89263E-07,0
tr|G3GYY6|G3GYY6_CRIGR,8.42381E-05,6.35508E-05,6.74009E-05,0.000104287,8.21666E-05,0.000114604,7.02625E-05,7.83303E-05,7.52353E-05,2.69375E-05,5.67289E-05,4.68692E-05,0.000130816,0.000148157,0.000101677,0.000123199,0.000257962
tr|G3GYZ1|G3GYZ1_CRIGR,0.000973673,0.000912616,0.00095884,0.000839001,0.000732782,0.000878205,0.000900516,0.00095857,0.000986211,0.000989953,0.001082969,0.000933364,0.000908952,0.000989662,0.001134052,0.00111643,0.001921976
tr|G3GYZ4|G3GYZ4_CRIGR,0,0,0,0,0,1.46123E-06,3.02591E-06,3.36029E-06,1.67591E-05,2.52089E-05,3.7229E-06,2.0179E-05,2.31597E-05,1.37058E-05,1.027E-05,7.7631E-06,1.3611E-05
tr|G3GYZ5|G3GYZ5_CRIGR,5.78306E-05,4.36368E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|G3GZ00|G3GZ00_CRIGR;tr|G3I5A8|G3I5A8_CRIGR,0,0,0,0,0,0,0,0,2.31177E-06,0,0,0,0,1.39341E-06,0,0,0
tr|G3GZ17|G3GZ17_CRIGR;tr|G3IHP9|G3IHP9_CRIGR;tr|G3ICQ8|G3ICQ8_CRIGR,3.66251E-05,5.73593E-06,7.02817E-05,2.71966E-05,9.37041E-05,9.79461E-05,6.29418E-05,0.000191776,5.70296E-05,3.72304E-05,2.36169E-05,6.39674E-06,4.60689E-05,3.47317E-05,9.99749E-06,2.25715E-05,0
tr|G3GZ54|G3GZ54_CRIGR;tr|G3IAQ6|G3IAQ6_CRIGR,0,0,9.74917E-07,7.07484E-06,4.67043E-06,3.14129E-06,7.66904E-06,2.62817E-06,8.55264E-07,5.49048E-06,0,6.91603E-06,4.23804E-06,0,2.11769E-06,4.77862E-06,1.12073E-06
tr|G3GZ72|G3GZ72_CRIGR,0,0,5.65939E-06,1.96206E-05,9.15197E-06,1.08702E-05,6.71374E-06,5.93285E-07,0,4.52233E-06,3.07964E-06,6.88538E-07,4.76121E-06,0,1.8759E-07,2.24037E-06,0
tr|G3GZ81|G3GZ81_CRIGR,8.18484E-06,1.8513E-05,0.000161411,8.60481E-05,0.00021972,9.65041E-05,0.000127036,9.45027E-05,5.00994E-05,5.38039E-05,5.92324E-05,3.21137E-05,3.78565E-05,4.34102E-05,2.07583E-05,2.31549E-05,6.60264E-06
tr|G3GZ85|G3GZ85_CRIGR,0.000124897,0.000119918,0.000286646,0.000477721,0.000301384,0.000393518,0.000390372,0.000289271,0.00018074,0.000265969,0.000143014,0.000240351,0.00024129,0.000298729,0.000206523,0.000177221,0.000117075
tr|G3GZ89|G3GZ89_CRIGR,6.61202E-06,7.3929E-06,4.72321E-05,4.88251E-05,5.54876E-05,5.05049E-05,7.19671E-05,6.38874E-05,6.79853E-05,5.29094E-05,6.55277E-05,4.30157E-05,7.51609E-05,4.42345E-05,5.34925E-05,2.97387E-05,5.45341E-05
tr|G3GZ90|G3GZ90_CRIGR;tr|G3H4X7|G3H4X7_CRIGR,0.000242352,0.000229546,0.000155995,0.000231052,0.000195759,0.000272673,0.000358468,0.000274364,0.000493669,0.000424039,0.000361463,0.000453153,0.000291922,0.000417292,0.000349449,0.000374504,0.000528572
tr|G3GZ95|G3GZ95_CRIGR,0,3.9799E-06,4.27925E-05,1.26764E-05,0.000146503,0.000123012,6.61247E-05,0.000106438,8.33949E-05,0.000108447,0.000177655,0.000114196,5.56533E-05,0.000132227,0.000155329,4.74529E-05,0.000255204
tr|G3GZA9|G3GZA9_CRIGR,0.000159083,3.76442E-05,0.000168999,0.000334729,0.000328377,0.000322103,0.000451821,0.00047316,0.000547745,0.000405095,0.000472643,0.000406164,0.000400601,0.000406715,0.000359903,0.000343768,0.000463976
tr|G3GZB1|G3GZB1_CRIGR,4.33574E-05,1.16817E-05,5.73859E-05,8.62372E-05,6.79071E-05,8.86873E-05,9.07051E-05,3.54834E-05,5.76921E-05,6.12923E-05,8.27155E-05,6.32115E-05,9.12615E-05,7.32588E-05,6.71139E-05,8.85937E-05,2.6649E-05
tr|G3GZB2|G3GZB2_CRIGR,0.000578782,0.000405836,0.000161016,0.000114275,0.000149387,0.000137022,0.000155732,0.00011476,0.000150294,0.000180624,0.000219154,0.000309508,8.18775E-05,9.05149E-05,7.2456E-05,7.99298E-05,0.000139953
tr|G3GZD2|G3GZD2_CRIGR,7.50642E-05,7.59266E-05,6.20716E-05,7.13423E-05,6.87845E-05,0.00012521,7.73776E-05,7.42882E-05,8.9389E-05,8.41064E-05,8.78223E-05,0.000109475,9.65907E-05,0.000116321,0.000107838,0.000114416,0.000301688
tr|G3GZE6|G3GZE6_CRIGR;tr|G3HYZ9|G3HYZ9_CRIGR,7.51388E-05,0.000137393,0.000515754,0.000518893,0.000471476,0.000423603,0.000315945,0.000216979,0.000258568,0.000272252,0.000285617,0.000433155,0.000229839,0.000225824,0.00024941,0.000271988,0.000199455
tr|G3GZG1|G3GZG1_CRIGR,3.78055E-06,5.7757E-06,4.49855E-06,2.53941E-06,1.1633E-05,9.46445E-06,7.79571E-06,1.13075E-05,6.70926E-06,5.96619E-06,8.54785E-06,9.72043E-06,7.18613E-06,9.73443E-06,9.12284E-06,6.14723E-06,8.79521E-06
tr|G3GZH1|G3GZH1_CRIGR,0,0,1.22944E-05,1.6063E-06,5.17967E-06,0,0,0,0,0,0,0,0,0,0,0,0
tr|G3GZH9|G3GZH9_CRIGR,1.03926E-05,0,7.43852E-06,0,1.93261E-05,2.89883E-05,0,0,0,0,6.60643E-06,0,0,0,0,0,0
tr|G3GZI0|G3GZI0_CRIGR;tr|G3IMX6|G3IMX6_CRIGR;tr|G3HSH0|G3HSH0_CRIGR,8.03718E-06,2.62284E-05,2.41966E-05,4.20511E-06,1.70289E-05,2.22171E-06,0,0,0,0,0,0,0,0,0,0,0
tr|G3GZL7|G3GZL7_CRIGR,0.000320299,0.000467516,0.000243007,0.000294081,0.000221122,0.000282279,0.000126706,0.000176941,0.000117255,0.000107411,0.000146584,0.000130166,0.000108515,0.00018403,0.000122955,0.000148688,0.000116112
tr|G3GZP1|G3GZP1_CRIGR,9.03637E-06,9.6043E-05,5.49673E-05,0.000101288,3.62469E-05,4.46376E-05,6.13968E-05,1.38195E-05,1.4542E-05,2.62915E-05,1.18613E-05,4.72231E-05,1.52761E-05,2.93661E-05,3.06327E-05,3.57267E-05,0
tr|G3GZQ8|G3GZQ8_CRIGR,0,0,0,3.82743E-06,0,2.66551E-06,0,3.93755E-06,1.11268E-05,2.12175E-06,5.15339E-06,4.60796E-06,0,3.21616E-06,5.6451E-06,0,0
tr|G3GZQ9|G3GZQ9_CRIGR,1.16711E-05,1.24123E-05,4.19627E-05,4.12964E-05,2.89137E-05,3.01048E-05,2.76502E-05,2.36993E-05,1.58813E-05,2.07131E-05,2.60664E-05,1.48897E-05,1.89601E-05,1.74015E-05,1.42557E-05,1.08378E-05,2.90126E-06
tr|G3GZR1|G3GZR1_CRIGR;tr|G3ILI0|G3ILI0_CRIGR,5.9332E-05,4.91559E-05,0.000158886,0.000199464,0.000134032,0.000164601,0.000179706,0.000144284,0.000113596,9.301E-05,9.31488E-05,9.01948E-05,0.000132793,9.35386E-05,9.57141E-05,0.000104933,3.37481E-05
tr|G3GZS9|G3GZS9_CRIGR,0.000277059,0.000121592,1.43107E-05,2.19087E-05,6.60304E-06,1.83119E-05,1.03197E-05,4.44224E-05,9.18667E-06,2.68278E-05,5.77599E-05,3.58119E-05,8.19449E-06,3.91318E-06,0,4.35626E-06,1.65291E-05
tr|G3GZW7|G3GZW7_CRIGR,0,0,1.66159E-06,2.40352E-06,1.96597E-06,1.36825E-06,2.99902E-06,0,0,9.05386E-07,0,0,0,0,3.19286E-07,0,0
tr|G3GZW8|G3GZW8_CRIGR;tr|G3HM99|G3HM99_CRIGR,0.001069077,0.000980568,0.001592493,0.002422859,0.002618243,0.002977073,0.00358798,0.003736483,0.004006212,0.003350038,0.003226067,0.005772636,0.0042333,0.003612138,0.004156745,0.004363491,0.007283953
tr|G3GZX2|G3GZX2_CRIGR,0,0,0,0,0,0,0,1.66448E-06,0,0,0,0,3.03719E-06,0,3.33316E-07,0,0
tr|G3GZY4|G3GZY4_CRIGR,6.37822E-05,6.87951E-05,0.000119431,5.26912E-05,5.00449E-05,4.23256E-05,8.85355E-05,0.000133357,0.000179789,0.000189974,0.000154909,0.000123655,0.000187961,0.000172909,0.000164883,0.00011497,8.48115E-05
tr|G3GZZ0|G3GZZ0_CRIGR,0.000160624,0.000198362,0.000256985,0.000281171,0.00028053,0.000208744,0.000215706,0.000209836,0.000299427,0.000262807,0.000305815,0.000420157,0.000263855,0.000313257,0.000340344,0.000307282,0.000552772
tr|G3GZZ7|G3GZZ7_CRIGR,0,0,0,6.03265E-07,0,0,0,9.04793E-07,0,0,0,0,1.16514E-06,5.38606E-07,2.97104E-07,1.02979E-06,0
tr|G3H018|G3H018_CRIGR,8.86925E-05,7.1165E-05,0.000224754,0.000290257,0.000156656,0.000163884,0.00010162,8.9767E-05,9.79559E-05,8.48309E-05,0.000100926,7.70017E-05,7.05996E-05,7.70993E-05,7.03416E-05,8.32677E-05,3.48889E-05
tr|G3H037|G3H037_CRIGR,6.01272E-07,4.73951E-06,2.9963E-05,5.44903E-05,1.96353E-05,4.22933E-05,2.9499E-05,1.30587E-05,2.14688E-05,2.96099E-05,2.42005E-05,4.32454E-05,2.23116E-05,2.9318E-05,2.87003E-05,2.75066E-05,1.42762E-05
tr|G3H042|G3H042_CRIGR,0,0,7.52387E-07,2.87033E-06,1.88828E-06,0,3.4258E-06,0,2.11654E-06,0,0,0,0,0,0,1.26537E-06,0
tr|G3H065|G3H065_CRIGR,3.44818E-05,4.07535E-06,2.69591E-05,3.87075E-05,1.54051E-05,3.18305E-05,1.69693E-05,1.64453E-05,0,3.03222E-06,4.39587E-06,0,9.34842E-06,2.11725E-06,2.68016E-06,8.88027E-06,0
tr|G3H066|G3H066_CRIGR,1.21257E-05,2.11577E-05,4.5383E-05,6.63029E-05,6.10172E-05,0.000107047,0.000103467,9.87154E-05,0.000137512,0.000135334,0.000152796,0.000172324,0.00010652,0.000162488,0.000113052,0.000109226,0.000118029
tr|G3H071|G3H071_CRIGR,0,0,0,0,0,3.12813E-06,0,0,0,0,0,0,0,0,0,0,0
tr|G3H088|G3H088_CRIGR,0,0,0,1.09874E-05,1.58255E-05,7.71907E-06,5.19409E-06,2.64843E-06,0,0,0,0,0,0,3.20324E-06,0,0
tr|G3H092|G3H092_CRIGR,0.000257034,0.000280036,0.000161474,0.000153161,0.000162003,0.000213929,0.00016342,0.000101144,0.00019135,0.0002012,0.000199767,0.000155966,0.000163165,0.000148672,0.000129833,0.000136742,0.000126536
tr|G3H0A7|G3H0A7_CRIGR,4.77228E-06,0,5.41627E-05,8.8386E-05,6.59115E-05,4.27157E-05,5.79194E-05,6.17506E-05,5.24773E-05,0.000123052,7.72351E-05,7.55939E-05,0.000101173,0.000111727,8.21981E-05,7.93367E-05,4.41242E-05
tr|G3H0B5|G3H0B5_CRIGR,0,0,2.21472E-05,1.54991E-05,9.08449E-06,1.739E-05,0,8.71929E-06,6.13226E-06,0,4.53737E-05,0,1.81995E-06,3.07337E-05,1.32788E-05,1.35167E-05,0
tr|G3H0B9|G3H0B9_CRIGR,0,0,8.01074E-05,6.43483E-05,1.30635E-05,6.93416E-05,4.76677E-05,2.2526E-05,3.89142E-05,7.42414E-06,1.59513E-05,4.99872E-05,2.32053E-05,2.18299E-05,3.46189E-05,3.16438E-05,0
tr|G3H0C2|G3H0C2_CRIGR,0.000157116,0.000225352,0.000571209,0.001106824,0.001076529,0.001248872,0.00185042,0.001835264,0.001985931,0.00231709,0.001844423,0.002114089,0.00223872,0.002483859,0.002642427,0.002830356,0.003622245
tr|G3H0E4|G3H0E4_CRIGR,0.003717594,0.003045306,0.001974918,0.001316551,0.001153943,0.001355722,0.001897113,0.002122137,0.001874263,0.002097176,0.001973593,0.001502064,0.002478853,0.001935128,0.00213728,0.002090192,0.003469213
tr|G3H0F0|G3H0F0_CRIGR,0,0,1.15641E-06,2.46128E-06,1.12537E-06,0,8.96945E-07,0,0,8.42486E-07,0,0,0,0,0,7.56656E-07,0
tr|G3H0F1|G3H0F1_CRIGR,9.47477E-06,2.25876E-05,9.3699E-05,0.000143396,0.000101825,9.58501E-05,8.927E-05,6.73009E-05,8.05913E-05,8.7072E-05,9.78154E-05,7.6332E-05,9.74743E-05,0.000112915,0.000104594,0.000145107,0.000172005
tr|G3H0F9|G3H0F9_CRIGR,0,0,1.31938E-06,0,0,0,4.46599E-06,3.21939E-06,1.94683E-06,0,1.42768E-06,3.42901E-06,3.35421E-06,3.39324E-06,0,3.26745E-06,0
tr|G3H0H5|G3H0H5_CRIGR,6.23865E-06,4.05149E-06,1.70987E-05,6.43741E-06,8.67792E-06,1.26211E-05,0,8.60309E-06,0,0,5.83529E-06,0,3.45533E-06,0,0,3.15669E-06,0
tr|G3H0L9|G3H0L9_CRIGR,0.004326217,0.003227344,0.007170162,0.005774703,0.006128529,0.00572445,0.007520805,0.00858438,0.009856004,0.011463577,0.011434555,0.013101893,0.011225942,0.009838699,0.009874376,0.009232135,0.013477717
tr|G3H0N2|G3H0N2_CRIGR,0,0,9.54549E-07,6.4252E-06,2.91833E-06,2.00557E-06,2.97531E-06,2.01163E-06,2.79001E-06,0,0,0,0,0,0,0,0
tr|G3H0Q0|G3H0Q0_CRIGR,0.000183076,4.6475E-05,0.000320644,0.000148674,0.000278489,8.60949E-05,0,9.50423E-05,5.25466E-05,0,7.68617E-05,3.50316E-05,0.000108661,2.27544E-05,0,0,2.18837E-05
tr|G3H0Q4|G3H0Q4_CRIGR;tr|G3HW92|G3HW92_CRIGR;tr|G3HWS2|G3HWS2_CRIGR,0,0,0,0,0,0,0,0,0,2.7188E-06,0,2.64588E-06,3.47045E-06,0,2.99523E-06,0,0
tr|G3H0R3|G3H0R3_CRIGR,0,6.97459E-06,3.80233E-05,3.37729E-05,3.5473E-05,2.56906E-05,1.7385E-05,9.99114E-06,9.42087E-06,1.21061E-05,1.67744E-05,4.00109E-05,8.88355E-06,1.61903E-05,1.92092E-05,1.79814E-05,2.0829E-05
tr|G3H0S4|G3H0S4_CRIGR,0.000113298,0.000137127,0.000222782,0.00031092,0.000246683,0.000292719,0.0002782,0.000218385,0.000179735,0.000196223,0.000180191,0.000260737,0.000211629,0.000204988,0.000197637,0.000198853,0.000170929
tr|G3H0S7|G3H0S7_CRIGR,0.003893616,0.001931562,0.001419691,0.001294117,0.001384784,0.00053355,0.000332143,0,0.000355404,0.000332153,0.000264974,0.000897472,8.96536E-05,0.000324796,0.000249003,0.000497759,0.000278011
tr|G3H0T1|G3H0T1_CRIGR,6.23865E-05,0.000117721,0.000649618,0.000431048,0.000403811,0.000374859,0.000194381,0.000109032,0.000195375,0.000170576,0.000359197,0.00032547,0.000207128,0.000391445,0.000295321,0.000205235,0.000354199
tr|G3H0T7|G3H0T7_CRIGR,0,0,0,0,0,0,0,1.82679E-06,3.07085E-06,0,0,0,0,0,0,0,0
tr|G3H0T9|G3H0T9_CRIGR,8.93531E-05,0.000119133,0.000154564,3.93831E-05,0.000161043,5.46197E-05,6.03329E-05,1.22596E-05,2.70645E-05,0,0.000140442,3.35646E-05,0,5.47596E-05,6.42554E-05,3.79536E-05,7.69785E-05
tr|G3H0U6|G3H0U6_CRIGR,0.003939175,0.003655958,0.002459261,0.003795279,0.004344444,0.005428326,0.006065493,0.006166789,0.007030014,0.004477234,0.006100324,0.005538113,0.005311165,0.006765735,0.004485837,0.004096739,0.004377977
tr|G3H0V2|G3H0V2_CRIGR,0,0,0,0,0,0,6.65162E-07,0,0,3.68228E-07,0,0,0,0,7.67971E-07,3.86139E-07,0
tr|G3H0Y9|G3H0Y9_CRIGR,0,8.51623E-07,2.63817E-05,4.12517E-05,1.7294E-05,5.24512E-05,1.76997E-05,1.56379E-05,7.32599E-06,1.12043E-05,5.80793E-06,2.0548E-06,8.78863E-06,1.09677E-05,1.03133E-05,2.01581E-06,2.23593E-05
tr|G3H110|G3H110_CRIGR;tr|G3HFK9|G3HFK9_CRIGR,0,0,0,0,4.71948E-06,0,2.13867E-06,4.22298E-06,0,0,0,0,0,1.10893E-06,0,0,2.72588E-06
tr|G3H9I8|G3H9I8_CRIGR;tr|G3H113|G3H113_CRIGR,0,0,2.33242E-05,1.34148E-05,1.60022E-05,2.57174E-05,2.25152E-05,2.54537E-05,2.22407E-05,1.73819E-05,2.98452E-05,2.26788E-05,3.62777E-05,2.94976E-05,3.37416E-05,3.85557E-05,3.75785E-05
tr|G3H121|G3H121_CRIGR;tr|G3IJ97|G3IJ97_CRIGR,0,0,7.76321E-05,9.71275E-05,6.2245E-05,3.4278E-05,8.85221E-05,8.36615E-05,3.95645E-05,3.42506E-05,1.81683E-05,3.11383E-05,7.66777E-05,1.09764E-05,3.96056E-05,2.29442E-05,0
tr|G3H125|G3H125_CRIGR,5.82137E-06,0,4.32106E-05,2.49437E-05,4.20765E-05,2.73083E-05,2.18435E-05,2.11604E-05,1.79267E-05,1.66358E-05,3.95505E-05,1.17008E-05,2.37947E-05,4.67548E-05,2.60276E-05,2.42291E-05,0.000169063
tr|G3H133|G3H133_CRIGR,5.22745E-05,1.56716E-05,9.10864E-05,0.000178629,9.82816E-05,0.000197523,0.000186565,9.49689E-05,0.00015713,0.000188782,0.000207822,0.000161802,8.58967E-05,0.000164034,0.00019441,0.000135918,0.000307992
tr|G3H151|G3H151_CRIGR,0,0,0,3.01611E-05,0,4.53617E-05,4.6399E-05,4.1808E-05,3.37184E-05,3.36839E-05,2.49814E-05,1.31146E-05,2.04969E-05,2.4162E-05,3.63795E-05,2.34514E-05,0
tr|G3H154|G3H154_CRIGR;tr|G3H6T0|G3H6T0_CRIGR,0,2.30685E-06,3.55384E-06,5.25503E-05,3.57426E-05,7.10468E-05,7.34293E-05,6.4609E-05,0.000139473,0.000172492,6.25556E-05,0.00011689,8.08381E-05,8.40561E-05,0.000127885,0.000129321,7.83171E-05
tr|G3H155|G3H155_CRIGR,2.39101E-06,0,7.6168E-06,1.6748E-05,1.51187E-05,2.80679E-06,9.98282E-06,1.80663E-05,1.46622E-05,1.72411E-05,1.69329E-05,2.38662E-05,1.5277E-05,2.49933E-05,1.94003E-05,1.40702E-05,4.51727E-06
tr|G3H156|G3H156_CRIGR;tr|G3HLQ3|G3HLQ3_CRIGR,4.7642E-05,3.57533E-05,0.000142327,0.000245406,0.000232044,0.000224386,0.000240104,0.000304561,0.000214933,0.000227504,0.000252186,0.000227843,0.000296814,0.000242309,0.00023264,0.000236576,0.000357397
tr|G3H160|G3H160_CRIGR,1.51878E-06,0,1.52678E-06,5.99818E-07,2.19492E-06,1.53223E-06,0,7.33392E-07,6.28547E-06,0,1.20503E-06,0,0,6.45467E-07,0,0,0
tr|G3H162|G3H162_CRIGR,4.80044E-06,7.58669E-06,2.02004E-06,2.68046E-06,4.31809E-06,0,0,0,3.70752E-06,2.15446E-06,0,0,6.20128E-06,0,0,1.60097E-06,0
tr|G3H168|G3H168_CRIGR,8.59466E-06,9.46438E-06,0,0,0,4.08687E-06,0,2.271E-06,0,0,0,0,0,0,2.20639E-06,0,0
tr|G3H170|G3H170_CRIGR,0,0,1.8943E-05,2.29401E-05,1.15793E-05,1.71551E-05,2.6558E-05,3.66712E-05,2.183E-05,1.04723E-05,1.32152E-05,1.45232E-05,1.42085E-05,2.02764E-05,1.39961E-05,1.34732E-05,6.10695E-06
tr|G3H177|G3H177_CRIGR,0,0,7.43726E-06,1.21959E-05,5.36749E-06,1.28764E-05,3.18054E-06,1.67482E-06,4.12996E-06,1.765E-05,9.66599E-06,3.49716E-06,0,7.78291E-06,1.23763E-05,0,6.19315E-06
tr|G3H194|G3H194_CRIGR,0,0,5.16495E-06,3.8147E-06,1.56031E-05,0,0,0,0,5.32588E-06,1.77714E-06,1.63871E-05,1.89446E-05,2.82811E-06,3.88841E-06,1.14591E-05,1.76905E-06
tr|G3H1B2|G3H1B2_CRIGR,0,0,2.35166E-06,0,0,1.45485E-06,0,2.40798E-06,0,0,2.40537E-06,0,0,0,1.77671E-06,2.76303E-06,6.90419E-06
tr|G3H1B3|G3H1B3_CRIGR,1.55324E-05,1.44503E-05,2.90448E-05,9.90615E-05,0.000128147,0.000100665,6.27194E-05,1.99498E-05,0.000113542,0.000220233,0.000147018,0.000243399,2.59318E-05,0.000132644,0.000151239,0.000148914,0.000123236
tr|G3H1B7|G3H1B7_CRIGR,0,0,0,0,0,0,0,0,0,0,0,5.15487E-06,0,0,0,0,0
tr|G3H1C4|G3H1C4_CRIGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25153E-05,0
tr|G3H1D5|G3H1D5_CRIGR,0.000924677,0.000704347,0.000776636,0.000484718,0.000502399,0.000589324,0.000692922,0.000425792,0.000454439,0.000715196,0.000793935,0.000850179,0.000377563,0.000450906,0.000295824,0.000311857,0.00023044
tr|G3H1D8|G3H1D8_CRIGR,0,0,0,6.94565E-06,1.15748E-05,0,1.073E-06,1.18512E-05,7.38029E-06,5.05302E-06,1.34207E-05,0,0,1.16373E-05,0,6.29351E-06,8.25165E-06
tr|G3H1E5|G3H1E5_CRIGR;tr|G3HI52|G3HI52_CRIGR,0,5.38505E-06,2.63391E-05,5.24231E-05,4.24909E-05,0,8.39471E-05,3.78672E-05,4.70901E-05,5.45927E-05,0,6.00817E-05,5.91214E-05,7.99376E-05,4.18485E-05,6.07324E-05,0
tr|G3H1F4|G3H1F4_CRIGR;tr|G3IAX0|G3IAX0_CRIGR,0,5.65097E-06,8.48104E-05,0.000137706,6.15595E-05,6.65955E-05,3.68649E-05,5.16826E-06,2.80746E-05,4.41582E-05,2.09595E-05,5.00514E-05,1.86622E-05,3.61214E-05,3.28305E-05,3.91403E-05,0
tr|G3H1G7|G3H1G7_CRIGR,8.68681E-05,7.42634E-05,0.000112795,6.3903E-05,7.3758E-05,7.6052E-05,6.43911E-05,4.61809E-05,4.94063E-05,3.32289E-05,9.47353E-05,6.4464E-05,4.27803E-05,6.71186E-05,6.06102E-05,4.32153E-05,0.000143797
tr|G3H1H6|G3H1H6_CRIGR,0,0,3.33628E-05,0,8.54174E-06,0,3.98949E-05,2.25922E-05,2.18408E-05,1.63893E-05,0,8.64789E-06,9.30834E-06,4.75756E-05,2.2301E-06,1.67078E-05,3.3619E-05
tr|G3H1I3|G3H1I3_CRIGR,0,0,1.13E-06,2.32745E-06,0,2.75683E-06,3.60819E-06,1.84829E-06,2.11912E-06,9.78104E-07,1.4831E-06,0,8.76112E-07,9.21426E-07,3.4135E-06,1.94504E-06,0
tr|G3H1I6|G3H1I6_CRIGR,0,0,1.05838E-05,1.11929E-05,3.07295E-05,1.28654E-05,7.06061E-06,2.73444E-06,0,0,8.98527E-06,1.27244E-05,3.9642E-06,7.11039E-06,7.93558E-06,6.93455E-06,5.36136E-05
tr|G3H1K2|G3H1K2_CRIGR,0,1.65699E-06,2.10097E-06,0,0,2.74738E-06,1.43665E-06,0,0,0,3.0437E-06,0,0,0,1.03775E-06,0,2.333E-06
tr|G3H1K6|G3H1K6_CRIGR,0,0,0,0,0,0,0,0,8.14195E-07,0,0,0,0,0,0,0,0
tr|G3H1K9|G3H1K9_CRIGR,0.000267306,0.000253697,0.000845186,0.001060495,0.001226391,0.001057471,0.001681838,0.001555524,0.001827763,0.001851871,0.001585145,0.001876187,0.001934637,0.002057004,0.001953196,0.001991297,0.002514733
tr|G3H1M4|G3H1M4_CRIGR,0.000272711,0.00023985,0.000334165,0.000346659,0.000309031,0.000361888,0.000326153,0.000319851,0.000371859,0.000288705,0.00030592,0.000271877,0.000425407,0.000412774,0.000320126,0.00033459,0.000374473
